"ID","sex","birthday","natalPride","lastSeenDate","lastSeenStatus","deathOccasion","captureOccasion","captureDate","captureBegin","captureNorth","captureEast","season","year","habitat","habitatCode","age","stage","stageNb","group","survival","reproduction","reproStage","cubs","nb_af_pride","coal_size","nb_nm_coal_hr"
"ID470","F","1981-07-15","UNK","1997-07-07",NA,NA,13,"1990-11-15","11:00:00",9690000,720800,"wet",1991,"grassland",0,113,"AF",3,"GRP170",1,1,"NR",0,1,NA,0
"ID695","F","1983-02-15","NB","1993-11-27",NA,NA,13,"1990-11-15","14:00:00",9694200,718500,"wet",1991,"grassland",0,94,"AF",3,"GRP172",1,NA,"RAF_1",NA,1,NA,0
"ID790","M","1976-07-15","UNK","1991-01-22",NA,NA,13,"1990-11-15","14:30:00",9730000,704000,"wet",1991,"grassland",0,173,"NM",8,"GRP193",0,NA,NA,NA,NA,1,NA
"ID702","F","1981-07-15","NW","1994-05-21",NA,NA,13,"1990-11-15","11:00:00",9734900,705700,"wet",1991,"woodland",1,113,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID742","F","1985-09-15","NW","2000-04-17",NA,NA,13,"1990-11-15","11:00:00",9734900,705700,"wet",1991,"woodland",1,63,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID751","F","1987-12-15","NW","1998-03-27",NA,NA,13,"1990-11-15","11:00:00",9734900,705700,"wet",1991,"woodland",1,36,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID752","F","1990-08-15","NW","2004-04-10","D",40,13,"1990-11-15","11:00:00",9734900,705700,"wet",1991,"woodland",1,4,"C",12,"GRP185",1,NA,NA,NA,3,NA,0
"ID753","M","1990-08-15","NW","1995-10-13",NA,NA,13,"1990-11-15","11:00:00",9734900,705700,"wet",1991,"woodland",1,4,"C",12,"GRP185",1,NA,NA,NA,3,NA,0
"ID303","M","1980-01-15","UNK","1991-07-02",NA,NA,13,"1990-11-15","08:00:00",9735100,705200,"wet",1991,"woodland",1,131,"RM",9,"GRP100",0,NA,NA,NA,3,1,0
"ID853","F","1988-02-15","PN","1995-05-26","D",22,13,"1990-11-15","12:00:00",9707000,701100,"wet",1991,"grassland",0,34,"AF",3,"GRP195",1,0,"NR",NA,5,NA,0
"ID869","F","1982-05-15","PN","1992-07-16","D",17,13,"1990-11-15","12:00:00",9707000,701100,"wet",1991,"grassland",0,103,"AF",3,"GRP195",1,NA,"RAF_4",NA,5,NA,0
"ID783","M","1986-01-15","UNK","1994-01-21",NA,NA,13,"1990-11-15","11:30:00",9710800,712300,"wet",1991,"grassland",0,59,"RM",9,"GRP203",1,NA,NA,NA,5,4,0
"ID870","F","1982-07-15","PN","1994-01-21",NA,NA,13,"1990-11-15","11:30:00",9710800,712300,"wet",1991,"grassland",0,101,"AF",3,"GRP195",1,0,"NR",NA,5,NA,0
"ID9","M","1986-01-15","UNK","1995-05-27",NA,NA,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,59,"RM",9,"GRP203",1,NA,NA,NA,5,4,0
"ID295","M","1986-01-15","UNK","1994-02-19","D",20,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,59,"RM",9,"GRP203",1,NA,NA,NA,5,4,0
"ID1237","M","1986-01-15","UNK","1993-12-27",NA,NA,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,59,"RM",9,"GRP203",1,NA,NA,NA,5,4,0
"ID807","F","1988-02-15","PN","2000-08-15",NA,NA,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,34,"AF",3,"GRP195",1,0,"NR",NA,5,NA,0
"ID822","F","1989-03-15","PN","2001-07-23",NA,NA,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,21,"SA2",2,"GRP195",1,NA,NA,NA,5,NA,0
"ID858","F","1988-02-15","PN","1994-04-20",NA,NA,13,"1990-11-15","11:26:00",9713300,707000,"wet",1991,"grassland",0,34,"AF",3,"GRP195",1,0,"NR",NA,5,NA,0
"ID261","M","1983-01-15","UNK","1993-03-19",NA,NA,13,"1990-11-15","08:00:00",9695900,706800,"wet",1991,"grassland",0,95,"NM",8,"GRP82",1,NA,NA,NA,NA,1,NA
"ID1017","F","1983-12-15","SB","1994-06-22",NA,NA,13,"1990-11-15","10:20:00",9695400,718300,"wet",1991,"grassland",0,84,"AF",3,"GRP221",1,0,"NR",NA,3,NA,0
"ID1019","F","1983-12-15","SB","1992-12-17",NA,NA,13,"1990-11-15","10:20:00",9695400,718300,"wet",1991,"grassland",0,84,"AF",3,"GRP221",1,0,"NR",NA,3,NA,0
"ID1022","F","1984-03-15","SB","1994-02-28",NA,NA,13,"1990-11-15","10:20:00",9695400,718300,"wet",1991,"grassland",0,81,"AF",3,"GRP221",1,0,"NR",NA,3,NA,0
"ID239","M","1987-01-15","UNK","1995-03-14",NA,NA,13,"1990-11-15","15:09:00",9700200,717600,"wet",1991,"grassland",0,47,"NM",8,"GRP68",1,NA,NA,NA,NA,2,NA
"ID300","M","1987-01-15","UNK","1993-12-11",NA,NA,13,"1990-11-15","15:09:00",9700200,717600,"wet",1991,"grassland",0,47,"NM",8,"GRP68",1,NA,NA,NA,NA,2,NA
"ID1011","F","1980-02-15","SB","1993-09-23","D",19,13,"1990-11-15","08:00:00",9701900,708500,"wet",1991,"grassland",0,130,"AF",3,"GRP257",1,NA,"RAF_2",NA,3,NA,0
"ID1012","F","1982-10-15","SB","1995-08-20",NA,NA,13,"1990-11-15","08:00:00",9703800,717600,"wet",1991,"grassland",0,98,"AF",3,"GRP233",1,0,"NR",NA,1,NA,0
"ID1032","M","1988-06-15","SG","1996-02-22",NA,NA,13,"1990-11-15","14:00:00",9702800,708800,"wet",1991,"grassland",0,30,"YM2",5,"GRP233",1,NA,NA,NA,1,NA,0
"ID1118","M","1981-01-15","UNK","1993-05-01",NA,NA,13,"1990-11-15","14:00:00",9698000,717500,"wet",1991,"grassland",0,119,"RM",9,"GRP265",1,NA,NA,NA,1,2,0
"ID1119","M","1987-03-15","UNK","1996-08-18",NA,NA,13,"1990-11-15","14:00:00",9698000,717500,"wet",1991,"grassland",0,45,"RM",9,"GRP265",1,NA,NA,NA,1,2,0
"ID1054","F","1978-07-15","SM","1993-09-26","D",19,13,"1990-11-15","15:45:00",9704000,738000,"wet",1991,"grassland",0,149,"AF",3,"GRP241",1,0,"NR",NA,1,NA,0
"ID961","F","1985-05-15","SB","1992-07-29",NA,NA,13,"1990-11-15","11:00:00",9702400,708300,"wet",1991,"grassland",0,67,"AF",3,"GRP257",1,0,"NR",NA,3,NA,0
"ID1110","F","1976-10-15","SB","1993-08-22","D",19,13,"1990-11-15","11:00:00",9702400,708300,"wet",1991,"grassland",0,170,"AF",3,"GRP257",1,0,"NR",NA,3,NA,0
"ID985","F","1990-02-15","SW","1994-07-06","D",20,13,"1990-11-15","10:00:00",9702000,708000,"wet",1991,"grassland",0,10,"J",12,"GRP257",1,NA,NA,NA,3,NA,0
"ID986","F","1990-02-15","SW","2003-05-19","D",38,13,"1990-11-15","10:00:00",9702000,708000,"wet",1991,"grassland",0,10,"J",12,"GRP257",1,NA,NA,NA,3,NA,0
"ID1121","F","1986-09-15","TR","1994-03-09","D",20,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,51,"AF",3,"GRP267",1,0,"NR",NA,3,NA,0
"ID1123","F","1986-09-15","TR","2000-02-05",NA,NA,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,51,"AF",3,"GRP267",1,NA,"NR",3,3,NA,0
"ID1125","F","1990-08-15","TR","2003-09-03",NA,NA,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,4,"C",12,"GRP267",1,NA,NA,NA,3,NA,0
"ID1126","M","1990-08-15","TR","1996-02-21",NA,NA,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,4,"C",12,"GRP267",1,NA,NA,NA,3,NA,0
"ID1127","M","1990-08-15","TR","1997-08-20",NA,NA,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,4,"C",12,"GRP267",1,NA,NA,NA,3,NA,0
"ID1235","F","1982-07-15","UNK","1994-02-18","D",20,13,"1990-11-15","15:00:00",9733800,710500,"wet",1991,"woodland",1,101,"AF",3,"GRP267",1,0,"NR",NA,3,NA,0
"ID82","M","1980-07-15","UNK","1995-02-16",NA,NA,13,"1990-11-15","18:00:00",9733800,710500,"wet",1991,"woodland",1,125,"RM",9,"GRP33",1,NA,NA,NA,3,2,1
"ID269","M","1980-07-15","UNK","1992-12-07","D",18,13,"1990-11-15","18:00:00",9733800,710500,"wet",1991,"woodland",1,125,"RM",9,"GRP33",1,NA,NA,NA,3,2,1
"ID19","F","1978-08-15","BF","1996-04-10",NA,NA,14,"1991-06-15","09:00:00",9714500,740100,"dry",1991,"grassland",0,155,"AF",3,"GRP16",1,NA,"RAF_1",NA,3,NA,0
"ID54","F","1991-04-15","BF","2006-03-15",NA,NA,14,"1991-06-15","17:36:00",9716100,737600,"dry",1991,"woodland",1,3,"C",12,"GRP16",1,NA,NA,NA,3,NA,0
"ID1014","M","1982-10-15","SB","1994-01-05",NA,NA,14,"1991-06-15","09:48:00",9726000,712700,"dry",1991,"grassland",0,105,"RM",9,"GRP226",1,NA,NA,NA,3,2,0
"ID1018","M","1983-12-15","SB","1994-01-05",NA,NA,14,"1991-06-15","09:48:00",9726000,712700,"dry",1991,"grassland",0,91,"RM",9,"GRP226",1,NA,NA,NA,3,2,0
"ID16","F","1978-08-15","BF","1994-01-29",NA,NA,14,"1991-06-15","16:30:00",9714200,738800,"dry",1991,"woodland",1,155,"AF",3,"GRP16",1,1,"NR",NA,3,NA,0
"ID79","F","1985-05-15","BF","1997-08-18",NA,NA,14,"1991-06-15","16:30:00",9714200,738800,"dry",1991,"woodland",1,74,"AF",3,"GRP16",1,NA,"NR",3,3,NA,0
"ID53","M","1989-09-15","BF","1991-08-17",NA,NA,14,"1991-06-15","08:30:00",9709500,740200,"dry",1991,"grassland",0,22,"SA2",2,"GRP16",0,NA,NA,NA,3,NA,0
"ID107","F","1983-09-15","CS","1992-04-14",NA,NA,14,"1991-06-15","09:00:00",9733700,698400,"dry",1991,"woodland",1,94,"AF",3,"GRP37",1,0,"NR",NA,1,NA,0
"ID177","F","1980-09-15","CS","1998-03-25",NA,NA,14,"1991-06-15","10:30:00",9728800,700200,"dry",1991,"woodland",1,130,"AF",3,"GRP46",1,1,"NR",0,7,NA,0
"ID868","M","1982-05-15","PN","1991-09-03",NA,NA,14,"1991-06-15","09:00:00",9731600,701500,"dry",1991,"grassland",0,110,"RM",9,"GRP13",0,NA,NA,NA,7,2,0
"ID1115","M","1980-07-15","UNK","1991-09-03",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,132,"RM",9,"GRP13",0,NA,NA,NA,7,2,0
"ID129","F","1986-04-15","CS","1994-03-02",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,63,"AF",3,"GRP46",1,0,"NR",NA,7,NA,0
"ID131","F","1986-04-15","CS","1992-07-20",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,63,"AF",3,"GRP46",1,0,"NR",NA,7,NA,0
"ID137","F","1986-06-15","CS","1993-01-30",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,61,"AF",3,"GRP46",1,0,"NR",NA,7,NA,0
"ID139","F","1986-06-15","CS","1994-01-06",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,61,"AF",3,"GRP46",1,0,"NR",NA,7,NA,0
"ID144","F","1990-04-15","CS","2002-05-29",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,15,"SA1",1,"GRP46",1,NA,NA,NA,7,NA,0
"ID145","M","1990-08-15","CS","1994-04-16",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,11,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID146","M","1990-08-15","CS","1994-02-26","D",20,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,11,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID147","F","1990-08-15","CS","1993-01-14","D",18,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,11,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID148","M","1990-08-15","CS","1992-01-30",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,11,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID149","F","1990-08-15","CS","2000-12-19",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,11,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID150","M","1990-11-15","CS","1994-02-07","D",20,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID151","M","1990-11-15","CS","1994-07-26",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID152","F","1990-11-15","CS","1994-01-10",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID153","M","1990-11-15","CS","1992-06-09",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID154","F","1990-11-15","CS","1993-02-28",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID155","F","1990-11-15","CS","1992-08-27",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,8,"J",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID156","M","1991-01-15","CS","1992-11-15",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,6,"C",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID157","M","1991-01-15","CS","1993-01-21",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,6,"C",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID158","M","1991-01-15","CS","1992-12-22",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,6,"C",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID159","F","1991-01-15","CS","1994-01-28","D",20,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"grassland",0,6,"C",12,"GRP46",1,NA,NA,NA,7,NA,0
"ID176","F","1980-02-15","CS","1992-08-07",NA,NA,14,"1991-06-15","12:00:00",9732700,700900,"dry",1991,"woodland",1,137,"AF",3,"GRP46",1,NA,"NR",0,7,NA,0
"ID142","F","1988-04-15","CS","1994-01-18",NA,NA,14,"1991-06-15","10:00:00",9732800,701300,"dry",1991,"woodland",1,39,"AF",3,"GRP46",1,0,"NR",NA,7,NA,0
"ID264","F","1976-04-15","GO","1991-10-21",NA,NA,14,"1991-06-15",NA,9697000,716500,"dry",1991,"grassland",0,183,"AF",3,"GRP84",0,NA,NA,NA,1,NA,0
"ID257","F","1983-12-15","GW","2001-09-07","D",35,14,"1991-06-15","09:00:00",9706600,735000,"dry",1991,"grassland",0,91,"AF",3,"GRP89",1,1,"NR",NA,2,NA,0
"ID256","F","1983-12-15","GW","1992-03-04",NA,NA,14,"1991-06-15","13:00:00",9696800,733600,"dry",1991,"grassland",0,91,"AF",3,"GRP89",1,NA,"RAF_4",NA,2,NA,0
"ID441","F","1984-06-15","K2","1992-12-27",NA,NA,14,"1991-06-15","09:00:00",9729600,713300,"dry",1991,"woodland",1,85,"AF",3,"GRP116",1,0,"NR",NA,2,NA,0
"ID333","M","1990-06-15","K2","1993-05-03",NA,NA,14,"1991-06-15","09:48:00",9726500,713400,"dry",1991,"woodland",1,13,"SA1",1,"GRP116",1,NA,NA,NA,2,NA,0
"ID334","M","1990-06-15","K2","1994-04-29",NA,NA,14,"1991-06-15","09:48:00",9726500,713400,"dry",1991,"woodland",1,13,"SA1",1,"GRP116",1,NA,NA,NA,2,NA,0
"ID335","F","1990-06-15","K2","1991-09-08",NA,NA,14,"1991-06-15","09:48:00",9726500,713400,"dry",1991,"woodland",1,13,"SA1",1,"GRP116",0,NA,NA,NA,2,NA,0
"ID479","F","1982-03-15","KB","1992-02-25",NA,NA,14,"1991-06-15","09:48:00",9726500,713400,"dry",1991,"woodland",1,112,"AF",3,"GRP116",1,NA,"RAF_2",NA,2,NA,0
"ID332","F","1984-08-15","KB","1996-08-12","D",25,14,"1991-06-15","16:10:00",9727100,726800,"dry",1991,"woodland",1,83,"AF",3,"GRP120",1,0,"NR",NA,2,NA,0
"ID336","F","1990-06-15","KB","2001-04-17",NA,NA,14,"1991-06-15","16:10:00",9727100,726800,"dry",1991,"woodland",1,13,"SA1",1,"GRP120",1,NA,NA,NA,2,NA,0
"ID399","F","1977-06-15","LL","1994-05-31","D",20,14,"1991-06-15","16:10:00",9727100,726800,"dry",1991,"woodland",1,169,"AF",3,"GRP120",1,0,"NR",NA,2,NA,0
"ID429","F","1983-01-15","LL","1994-03-01","D",20,14,"1991-06-15","09:00:00",9732800,720700,"dry",1991,"grassland",0,102,"AF",3,"GRP129",1,0,"NR",NA,6,NA,0
"ID653","M","1983-03-15","MS","1994-05-17",NA,NA,14,"1991-06-15",NA,9730300,717200,"dry",1991,"woodland",1,100,"RM",9,"GRP140",1,NA,NA,NA,6,4,0
"ID656","M","1983-06-15","MS","1991-12-30",NA,NA,14,"1991-06-15","12:05:00",9731200,714200,"dry",1991,"woodland",1,97,"RM",9,"GRP140",1,NA,NA,NA,6,4,0
"ID651","M","1983-03-15","MS","1995-03-16","D",22,14,"1991-06-15","13:00:00",9731500,714700,"dry",1991,"grassland",0,100,"RM",9,"GRP140",1,NA,NA,NA,6,4,0
"ID431","F","1983-01-15","LL","1994-03-20","D",20,14,"1991-06-15","13:00:00",9731500,714700,"dry",1991,"woodland",1,102,"AF",3,"GRP129",1,0,"NR",NA,6,NA,0
"ID434","F","1983-03-15","LL","1993-12-04",NA,NA,14,"1991-06-15","13:00:00",9731500,714700,"dry",1991,"woodland",1,100,"AF",3,"GRP129",1,0,"NR",NA,6,NA,0
"ID436","F","1983-08-15","LL","1993-06-25","D",19,14,"1991-06-15","13:00:00",9731500,714700,"dry",1991,"woodland",1,95,"AF",3,"GRP129",1,0,"NR",NA,6,NA,0
"ID475","F","1979-06-15","LL","1994-03-01",NA,NA,14,"1991-06-15","13:00:00",9731500,714700,"dry",1991,"woodland",1,145,"AF",3,"GRP129",1,NA,"RAF_1",NA,6,NA,0
"ID461","M","1990-01-15","LL","1993-02-16",NA,NA,14,"1991-06-15","07:30:00",9732600,715800,"dry",1991,"woodland",1,18,"SA1",1,"GRP129",1,NA,NA,NA,6,NA,0
"ID654","M","1983-03-15","MS","1995-01-10",NA,NA,14,"1991-06-15","09:10:00",9730800,715300,"dry",1991,"woodland",1,100,"RM",9,"GRP140",1,NA,NA,NA,6,4,0
"ID445","F","1987-04-15","LL","1997-11-25","D",28,14,"1991-06-15","07:00:00",9732000,715800,"dry",1991,"woodland",1,51,"AF",3,"GRP129",1,1,"NR",0,6,NA,0
"ID452","M","1989-11-15","LL","1993-02-16",NA,NA,14,"1991-06-15","09:00:00",9731000,717700,"dry",1991,"woodland",1,20,"SA2",2,"GRP129",1,NA,NA,NA,6,NA,0
"ID454","M","1989-09-15","LL","1992-04-02",NA,NA,14,"1991-06-15","09:00:00",9731000,717700,"dry",1991,"woodland",1,22,"SA2",2,"GRP129",1,NA,NA,NA,6,NA,0
"ID459","F","1989-09-15","LL","1994-02-20",NA,NA,14,"1991-06-15","09:00:00",9731000,717700,"dry",1991,"woodland",1,22,"SA2",2,"GRP129",1,NA,NA,NA,6,NA,0
"ID631","F","1989-02-15","MK","2003-01-16",NA,NA,14,"1991-06-15","10:00:00",9722100,707400,"dry",1991,"grassland",0,29,"AF",3,"GRP152",1,0,"NR",NA,6,NA,0
"ID632","M","1989-02-15","MK","1993-04-14",NA,NA,14,"1991-06-15","10:00:00",9722100,707400,"dry",1991,"grassland",0,29,"YM1",4,"GRP152",1,NA,NA,NA,6,NA,0
"ID633","M","1989-02-15","MK","1993-12-30",NA,NA,14,"1991-06-15","10:00:00",9722100,707400,"dry",1991,"grassland",0,29,"YM1",4,"GRP152",1,NA,NA,NA,6,NA,0
"ID650","F","1981-02-15","MS","1997-12-05",NA,NA,14,"1991-06-15","10:00:00",9722100,707400,"dry",1991,"grassland",0,125,"AF",3,"GRP152",1,1,"NR",0,6,NA,0
"ID636","F","1990-04-15","MK","2005-07-23",NA,NA,14,"1991-06-15","08:00:00",9722900,706700,"dry",1991,"grassland",0,15,"SA1",1,"GRP152",1,NA,NA,NA,6,NA,0
"ID635","F","1989-08-15","MK","1993-03-09",NA,NA,14,"1991-06-15","12:00:00",9723200,708000,"dry",1991,"grassland",0,23,"SA2",2,"GRP152",1,NA,NA,NA,6,NA,0
"ID649","F","1981-05-15","MS","1996-11-21",NA,NA,14,"1991-06-15","12:30:00",9723300,706200,"dry",1991,"grassland",0,122,"AF",3,"GRP152",1,NA,"RAF_4",NA,6,NA,0
"ID675","F","1980-04-15","MS","1993-07-13",NA,NA,14,"1991-06-15","12:30:00",9723300,706200,"dry",1991,"grassland",0,135,"AF",3,"GRP152",1,NA,"RAF_3",NA,6,NA,0
"ID506","M","1983-01-15","UNK","1994-01-13",NA,NA,14,"1991-06-15","09:00:00",9725800,707700,"dry",1991,"grassland",0,102,"RM",9,"GRP114",1,NA,NA,NA,6,3,0
"ID1058","M","1983-01-15","UNK","1994-01-18",NA,NA,14,"1991-06-15","09:00:00",9725800,707700,"dry",1991,"grassland",0,102,"RM",9,"GRP114",1,NA,NA,NA,6,3,0
"ID629","F","1986-03-15","MK","1992-10-27",NA,NA,14,"1991-06-15","09:00:00",9725800,707700,"dry",1991,"grassland",0,64,"AF",3,"GRP152",1,0,"NR",NA,6,NA,0
"ID327","M","1983-01-15","UNK","1994-12-08",NA,NA,14,"1991-06-15","18:00:00",9726700,701100,"dry",1991,"grassland",0,102,"RM",9,"GRP114",1,NA,NA,NA,6,3,0
"ID582","F","1989-02-15","MK","2002-12-24",NA,NA,14,"1991-06-15","17:30:00",9722900,707600,"dry",1991,"grassland",0,29,"AF",3,"GRP152",1,0,"NR",NA,6,NA,0
"ID634","F","1989-08-15","MK","1999-05-25",NA,NA,14,"1991-06-15","12:00:00",9724800,704100,"dry",1991,"grassland",0,23,"SA2",2,"GRP152",1,NA,NA,NA,6,NA,0
"ID657","F","1983-08-15","MS","1994-01-02",NA,NA,14,"1991-06-15","08:12:00",9725000,702600,"dry",1991,"woodland",1,95,"AF",3,"GRP164",1,NA,"NR",2,4,NA,0
"ID659","F","1983-08-15","MS","1994-07-05",NA,NA,14,"1991-06-15","08:12:00",9725000,702600,"dry",1991,"woodland",1,95,"AF",3,"GRP164",1,NA,"NR",0,4,NA,0
"ID665","M","1988-02-15","MS","1991-07-08",NA,NA,14,"1991-06-15","09:53:00",9724900,702100,"dry",1991,"grassland",0,41,"YM3",6,"GRP164",0,NA,NA,NA,4,NA,0
"ID666","F","1988-02-15","MS","1994-01-06",NA,NA,14,"1991-06-15","09:53:00",9724900,702100,"dry",1991,"woodland",1,41,"AF",3,"GRP164",1,0,"NR",NA,4,NA,0
"ID658","F","1983-08-15","MS","1994-01-08",NA,NA,14,"1991-06-15","11:00:00",9724600,703600,"dry",1991,"grassland",0,95,"AF",3,"GRP164",1,1,"NR",0,4,NA,0
"ID736","M","1979-07-15","UNK","1992-07-22",NA,NA,14,"1991-06-15","18:25:00",9686300,723700,"dry",1991,"grassland",0,144,"RM",9,"GRP184",1,NA,NA,NA,1,2,0
"ID1061","M","1981-07-15","UNK","1992-07-22",NA,NA,14,"1991-06-15","18:25:00",9686300,723700,"dry",1991,"grassland",0,120,"RM",9,"GRP184",1,NA,NA,NA,1,2,0
"ID470","F","1981-07-15","UNK","1997-07-07",NA,NA,14,"1991-06-15","08:12:00",9687000,723800,"dry",1991,"grassland",0,120,"AF",3,"GRP170",1,0,"NR",NA,1,NA,0
"ID695","F","1983-02-15","NB","1993-11-27",NA,NA,14,"1991-06-15","09:30:00",9697500,717300,"dry",1991,"grassland",0,101,"AF",3,"GRP172",1,NA,"RAF_2",NA,1,NA,0
"ID702","F","1981-07-15","NW","1994-05-21",NA,NA,14,"1991-06-15","07:40:00",9727600,704800,"dry",1991,"woodland",1,120,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID742","F","1985-09-15","NW","2000-04-17",NA,NA,14,"1991-06-15","07:40:00",9727600,704800,"dry",1991,"grassland",0,70,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID751","F","1987-12-15","NW","1998-03-27",NA,NA,14,"1991-06-15","07:40:00",9727600,704800,"dry",1991,"grassland",0,43,"AF",3,"GRP185",1,0,"NR",NA,3,NA,0
"ID752","F","1990-08-15","NW","2004-04-10","D",40,14,"1991-06-15","07:40:00",9727600,704800,"dry",1991,"woodland",1,11,"J",12,"GRP185",1,NA,NA,NA,3,NA,0
"ID753","M","1990-08-15","NW","1995-10-13",NA,NA,14,"1991-06-15","07:40:00",9727600,704800,"dry",1991,"grassland",0,11,"J",12,"GRP185",1,NA,NA,NA,3,NA,0
"ID303","M","1980-01-15","UNK","1991-07-02",NA,NA,14,"1991-06-15","09:00:00",9737400,702100,"dry",1991,"woodland",1,138,"RM",9,"GRP100",0,NA,NA,NA,3,1,0
"ID269","M","1980-07-15","UNK","1992-12-07","D",18,14,"1991-06-15","18:15:00",9734500,706300,"dry",1991,"woodland",1,132,"RM",9,"GRP33",1,NA,NA,NA,1,1,0
"ID853","F","1988-02-15","PN","1995-05-26","D",22,14,"1991-06-15","09:00:00",9711900,707700,"dry",1991,"grassland",0,41,"AF",3,"GRP195",1,0,"NR",NA,4,NA,0
"ID807","F","1988-02-15","PN","2000-08-15",NA,NA,14,"1991-06-15","14:30:00",9704800,708200,"dry",1991,"grassland",0,41,"AF",3,"GRP195",1,0,"NR",NA,4,NA,0
"ID858","F","1988-02-15","PN","1994-04-20",NA,NA,14,"1991-06-15","14:30:00",9704800,708200,"dry",1991,"grassland",0,41,"AF",3,"GRP195",1,0,"NR",NA,4,NA,0
"ID869","F","1982-05-15","PN","1992-07-16","D",17,14,"1991-06-15","14:30:00",9704800,708200,"dry",1991,"grassland",0,110,"AF",3,"GRP195",1,0,"NR",NA,4,NA,0
"ID9","M","1986-01-15","UNK","1995-05-27",NA,NA,14,"1991-06-15","08:00:00",9706500,700500,"dry",1991,"grassland",0,66,"RM",9,"GRP203",1,NA,NA,NA,4,4,0
"ID295","M","1986-01-15","UNK","1994-02-19","D",20,14,"1991-06-15","08:00:00",9706500,700500,"dry",1991,"grassland",0,66,"RM",9,"GRP203",1,NA,NA,NA,4,4,0
"ID783","M","1986-01-15","UNK","1994-01-21",NA,NA,14,"1991-06-15","08:00:00",9706500,700500,"dry",1991,"grassland",0,66,"RM",9,"GRP203",1,NA,NA,NA,4,4,0
"ID1237","M","1986-01-15","UNK","1993-12-27",NA,NA,14,"1991-06-15","08:00:00",9706500,700500,"dry",1991,"grassland",0,66,"RM",9,"GRP203",1,NA,NA,NA,4,4,0
"ID261","M","1983-01-15","UNK","1993-03-19",NA,NA,14,"1991-06-15","09:00:00",9699100,710700,"dry",1991,"grassland",0,102,"RM",9,"GRP82",1,NA,NA,NA,NA,1,0
