"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
NA,"CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG"
NA,"PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE"
NA,"PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO","BC4,PNE&TIMOTEO"
NA,"NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG"
NA,"SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI","SABUNI"
NA,"SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA","SAFISHA"
NA,"COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE"
NA,"COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE","COFFEE"
NA,"SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS","SEVEN-SAMS"
NA,"NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C","NYARASWIGA-C"
NA,"S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#"
NA,"S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#"
NA,"S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#","S#"
NA,"SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB","SB"
NA,NA,NA,"SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR","SR"
NA,NA,"NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG","NORM&SNAG"
NA,NA,"SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW"
NA,NA,"SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW","SAUL&BELLOW"
NA,NA,"MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH","MH"
NA,NA,"PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE","PNC&E+ROSCOE"
NA,NA,"CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT"
NA,NA,"CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT","CALVIN&CULVERT"
NA,NA,"CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG"
NA,NA,"CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG","CHAIRMANMAOTSETUNG"
